,hcpcs_code,srvc_cnt,year
0,43237,712.0,2017
1,43238,493.0,2017
2,43246,4109.0,2017
3,43259,2653.0,2017
4,44361,1404.0,2017
5,43237,674.0,2016
6,43238,347.0,2016
7,43246,4680.0,2016
8,43259,2958.0,2016
9,44361,1747.0,2016
10,43237,341.0,2015
11,43238,263.0,2015
12,43246,5501.0,2015
13,43259,2933.0,2015
14,44361,1728.0,2015
