,hcpcs_code,srvc_cnt,year
0,71010,325240.0,2017
1,71020,159983.0,2017
2,99223,199523.0,2017
3,99231,133667.0,2017
4,99232,1306008.0,2017
5,71010,311749.0,2016
6,71020,150280.0,2016
7,99223,192632.0,2016
8,99231,158093.0,2016
9,99232,1361114.0,2016
10,71010,327376.0,2015
11,71020,158965.0,2015
12,99223,197850.0,2015
13,99231,177984.0,2015
14,99232,1388180.0,2015
