,hcpcs_code,srvc_cnt,year
0,43246,300.0,2017
1,43249,754.0,2017
2,43251,71.0,2017
3,43246,335.0,2016
4,43249,751.0,2016
5,43251,83.0,2016
6,43246,459.0,2015
7,43249,738.0,2015
8,43251,60.0,2015
