,hcpcs_code,srvc_cnt_17,srvc_cnt_15,15/17_srvc_chng
2636,99214,82722714.0,77641968.0,5080746.0
2135,90670,915221.0,2659971.0,1744750.0
2729,G0009,1779426.0,3306916.0,1527490.0
2635,99213,80090935.0,81283764.0,1192829.0
2803,G0439,4760154.0,3589550.0,1170604.0
