,hcpcs_code,srvc_cnt_16,srvc_cnt_15,15/16_srvc_chng
2636,99214,83666390.0,77641968.0,6024422.0
2635,99213,84022707.0,81283764.0,2738943.0
2591,97110,24715274.0,22505532.0,2209742.0
2596,97140,16359659.0,14844857.0,1514802.0
2135,90670,1627781.0,2659971.0,1032190.0
