,hcpcs_code,srvc_cnt_17,srvc_cnt_16,16/17_srvc_chng
949,A0428,3719644.0,3830536.0,110892.0
946,A0425,11799504.0,11879449.0,79945.0
836,85610,30861.0,94170.0,63309.0
648,71010,138731.0,182091.0,43360.0
734,80048,3864.0,43644.0,39780.0
