,hcpcs_code,srvc_cnt,year
0,43249,942.0,2017
1,43250,112.0,2017
2,43251,1071.0,2017
3,44376,184.0,2017
4,44377,181.0,2017
5,43249,984.0,2016
6,43250,105.0,2016
7,43251,1393.0,2016
8,44376,176.0,2016
9,44377,148.0,2016
10,43249,604.0,2015
11,43250,100.0,2015
12,43251,1399.0,2015
13,44376,157.0,2015
14,44377,183.0,2015
